Carga Horária,Categoria da Situação,Cor/Raça,Data de Início do Ciclo,Data de Fim Previsto do Ciclo,Faixa Etária,Fator Esforço Curso,Idade,Instituição,Mês de Ocorrência da Situação,Região,Renda Familiar,Sexo,Turno,UF,Unidade de Ensino,dia_inicio_ciclo,mes_inicio_ciclo,ano_inicio_ciclo,dia_fim_ciclo,mes_fim_ciclo,ano_fim_ciclo,dia_ocorrencia,mes_ocorrencia,ano_ocorrencia,delta_days
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-04-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,4,2019,724
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-04-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,4,2019,724
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,preta,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,preta,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,0,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II,7,4,2017,21,12,2019,1,12,2019,968
4560,1,preta,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-04-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Engenho Novo II,7,4,2017,21,12,2019,1,4,2019,724
4560,1,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Engenho Novo II,7,4,2017,21,12,2019,1,4,2019,724
2500,1,parda,2016-02-15,2018-12-22,15 a 19 anos,1.0,19.0,UFV - CEDAF,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV,15,2,2016,22,12,2018,1,4,2019,1141
2500,1,parda,2016-02-15,2018-12-22,15 a 19 anos,1.0,18.0,UFV - CEDAF,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV,15,2,2016,22,12,2018,1,4,2019,1141
2500,0,parda,2016-02-15,2018-12-22,15 a 19 anos,1.0,18.0,UFV - CEDAF,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV,15,2,2016,22,12,2018,1,12,2019,1385
4560,1,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-04-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-04-01,Região Sudeste,"0,5<RFP<=1,0",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,parda,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,parda,2016-03-07,2018-12-28,20 a 24 anos,1.0,21.0,CPII,2019-04-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,preta,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-02-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,2,2019,1061
4560,1,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,1,2019,1030
4560,1,preta,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,12,2019,1364
4560,1,branca,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,12,2019,1364
4560,1,parda,2016-03-07,2018-12-28,20 a 24 anos,1.0,21.0,CPII,2019-04-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,4,2019,1120
4560,1,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-02-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,2,2019,1061
4560,1,preta,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-03-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,3,2019,1089
4560,1,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-02-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Realengo II,7,3,2016,28,12,2018,1,2,2019,1061
