Carga Horária,Categoria da Situação,Código da Matrícula,Cor/Raça,Data de Início do Ciclo,Data de Fim Previsto do Ciclo,Faixa Etária,Fator Esforço Curso,Idade,Instituição,Mês de Ocorrência da Situação,Região,Renda Familiar,Sexo,Turno,UF,Unidade de Ensino
4560,Concluintes,72082427,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082311,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082437,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72898296,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082281,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081755,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72867422,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082029,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082709,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082449,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081769,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082003,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082615,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082769,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082443,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082291,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081727,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082475,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082011,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72867502,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082453,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72081759,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082025,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082001,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082261,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081723,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72081719,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081731,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72081207,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081725,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082467,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082273,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081751,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082267,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081761,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082269,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082293,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082303,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-04-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082315,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082005,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082425,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082465,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082463,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082031,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082435,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082023,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082317,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082043,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082319,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082299,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-04-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082451,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082039,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082423,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081487,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082027,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082289,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081997,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082439,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082019,preta,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082033,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082469,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081995,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082459,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082007,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081763,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082263,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081749,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082009,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082013,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081757,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081739,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081733,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082321,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081765,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72867962,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081745,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082307,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081721,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082297,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72081999,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081767,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082461,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082265,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081743,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082447,preta,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082015,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082941,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72082301,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082283,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082445,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082035,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082275,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082323,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082277,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081771,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-12-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72081737,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,72082295,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,91762898,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Tijuca II
4560,Evadidos,72725157,preta,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-04-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Engenho Novo II
4560,Evadidos,72725135,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Engenho Novo II
2500,Evadidos,66387650,parda,2016-02-15,2018-12-22,15 a 19 anos,1.0,19.0,UFV - CEDAF,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV
2500,Evadidos,88440648,parda,2016-02-15,2018-12-22,15 a 19 anos,1.0,18.0,UFV - CEDAF,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV
2500,Concluintes,66387596,parda,2016-02-15,2018-12-22,15 a 19 anos,1.0,18.0,UFV - CEDAF,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV
4560,Evadidos,67297551,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-04-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67306618,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-04-01,Região Sudeste,"0,5<RFP<=1,0",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67298032,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67312627,parda,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67325852,parda,2016-03-07,2018-12-28,20 a 24 anos,1.0,21.0,CPII,2019-04-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67326003,preta,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67310675,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-02-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,84151035,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67327827,preta,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67298270,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-12-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67285218,branca,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-12-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,84150931,parda,2016-03-07,2018-12-28,20 a 24 anos,1.0,21.0,CPII,2019-04-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67323988,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-02-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67325526,preta,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-03-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67311139,não declarada,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-02-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67325542,branca,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-01-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Evadidos,83211900,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,20.0,CPII,2019-02-01,Região Sudeste,"0,5<RFP<=1,0",Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,67312307,parda,2016-03-07,2018-12-28,15 a 19 anos,1.0,19.0,CPII,2019-04-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Evadidos,72623121,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-06-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,72623839,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-06-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,72833824,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-06-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Centro
4560,Evadidos,72596631,parda,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-06-01,Região Sudeste,"0<RFP<=0,5",Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,72597359,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-06-01,Região Sudeste,"0,5<RFP<=1,0",Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,72597351,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-06-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Centro
4560,Evadidos,72442631,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,17.0,CPII,2019-06-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Centro
4560,Evadidos,72622611,amarela,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-06-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,72597133,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2019-06-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,85973229,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-06-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Centro
4560,Evadidos,72623897,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2019-06-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Centro
4560,Evadidos,72623957,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2019-06-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Centro
2800,Evadidos,63894450,não declarada,2015-01-05,2017-12-29,20 a 24 anos,1.0,23.0,UFRRJ - CTUR,2019-06-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2754,Concluintes,72113041,parda,2017-03-06,2019-12-20,15 a 19 anos,1.0,17.0,UFPI - CAT,2019-12-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Teresina da UFPI
2754,Concluintes,72113047,parda,2017-03-06,2019-12-20,15 a 19 anos,1.0,17.0,UFPI - CAT,2019-12-01,Região Nordeste,Não declarada,Masculino,Matutino,PI,Colégio Técnico de Teresina da UFPI
2754,Concluintes,72113079,parda,2017-03-06,2019-12-20,15 a 19 anos,1.0,18.0,UFPI - CAT,2019-12-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Teresina da UFPI
